상호명,도로명주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,경도,위도
하늘나라미술,"서울특별시 동작구 사당로20길 70, (사당동)",학문/교육,학원-음악미술무용,서예/서화/미술,예술 학원,사당1동,126.97546245027,37.480019846263
이수공인중개사사무소,"서울특별시 동작구 동작대로17길 12, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당1동,126.980579671422,37.4828573778767
가나다편리한신용카드조회기,"서울특별시 동작구 대방동11길 6, (대방동, 영진맨션)",소매,기타판매업,신용카드조회기판매,"컴퓨터 및 주변장치, 소프트웨어 소매업",대방동,126.92576520170601,37.502492110648106
선강고시원,"서울특별시 동작구 만양로8길 37, (노량진동)",학문/교육,도서관/독서실,고시원,독서실 운영업,노량진1동,126.94683663526399,37.509655970115
우성마트,"서울특별시 동작구 여의대방로 22, (신대방동, 우성1차)",소매,종합소매점,수퍼마켓,슈퍼마켓,신대방1동,126.91179346089599,37.491083117040404
손씨네고등어,"서울특별시 동작구 노들로 688, (노량진동)",음식,일식/수산물,고등어전문,한식 음식점업,노량진1동,126.944510421835,37.5150054461214
경제부동산컨설팅,"서울특별시 동작구 장승배기로9가길 3, (상도동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도2동,126.939767826843,37.502420392023
좋은공간인테리어,"서울특별시 동작구 성대로39길 24, (상도동)",소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,상도2동,126.940041957968,37.5006297661263
워터피아정수기,"서울특별시 동작구 대방동길 21-5, (대방동)",소매,가정/주방/인테리어,정수기연수기,가전제품 소매업,대방동,126.927621097197,37.501625947567895
한국디지탈,"서울특별시 동작구 알마타길 37, (대방동, 대방이편한세상1차)",생활서비스,물품기기대여,사무기기대여,컴퓨터 및 사무용 기계장비 임대업,대방동,126.92963033604201,37.512988348009
신도리코서비스센타,"서울특별시 동작구 대방동길 31, (대방동)",생활서비스,개인/가정용품수리,가전제품수리,가전제품 수리업,대방동,126.92752392991699,37.5020936099861
베토벤음악학원,"서울특별시 동작구 알마타길 37, (대방동, 대방이편한세상1차)",학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,대방동,126.92963033604201,37.512988348009
희망공인중개사,"서울특별시 동작구 보라매로 59, (신대방동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,신대방2동,126.92704251181601,37.4946375732274
한일주차장,"서울특별시 동작구 노량진로8길 20, (노량진동)",생활서비스,자동차/이륜차,주차장운영,주차장 운영업,노량진2동,126.93646796724501,37.5125995915892
평화부동산,"서울특별시 동작구 사당로26길 68, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당1동,126.977973320758,37.4807894677076
효성지물,"서울특별시 동작구 여의대방로 22, (신대방동, 우성1차)",소매,가정/주방/인테리어,지물판매,벽지 및 장판류 소매업,신대방1동,126.91179346089599,37.491083117040404
한샘현대부엌가구,"서울특별시 동작구 여의대방로 28, (신대방동, 현대아파트)",소매,가정/주방/인테리어,주방가구판매,가구 소매업,신대방1동,126.91167626950799,37.4952628970615
명문독서실,"서울특별시 동작구 만양로2길 2, (상도동)",학문/교육,도서관/독서실,독서실,독서실 운영업,상도2동,126.94772134856599,37.506257894126705
우성공인중개사사무소,"서울특별시 동작구 동작대로29길 119, (사당동, 극동아파트)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당2동,126.976088353931,37.4880086068165
윤지공인중개사무소,"서울특별시 동작구 사당로13길 15-1, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당3동,126.9722773143,37.4847317249207
은혜,"서울특별시 동작구 상도로11길 3, (대방동, 팰리스타운)",소매,운동/경기용품소매,운동/경기용품,운동 및 경기용품 소매업,대방동,126.92909133090099,37.5000444315951
명성건재,"서울특별시 동작구 노량진로 252, (본동)",소매,철물/난방/건설자재소매,철물/건설자재소매,철물 및 난방용구 소매업,노량진1동,126.95469552831499,37.5122487153532
웅진코웨이정수기비데공기청정기렌탈,"서울특별시 동작구 사당로23바길 9, (사당동, 삼성래미안아파트)",소매,가정/주방/인테리어,정수기연수기,가전제품 소매업,사당3동,126.969168814502,37.489597359156
가전제품중고판매,서울특별시 동작구 흑석로10길 64,소매,중고품소매/교환,중고가전가구,,흑석동,126.959075043726,37.504772646891105
개별화물,서울특별시 동작구 상도로 255,생활서비스,운송/배달/택배,종합이삿짐대행,일반 화물자동차 운송업,상도2동,126.946887680681,37.5044123260314
씽크공장,"서울특별시 동작구 장승배기로 62-1, (상도동)",소매,가정/주방/인테리어,주방가구판매,가구 소매업,상도2동,126.939732724133,37.5033031040411
김영피부미용,"서울특별시 동작구 여의대방로 250, (대방동)",생활서비스,이/미용/건강,비만/피부관리,,대방동,126.924499433972,37.5087338553304
주연테크,"서울특별시 동작구 보라매로 83, 101동  (신대방동, 신대방아파트)",소매,사무/문구/컴퓨터,컴퓨터/주변기기,"컴퓨터 및 주변장치, 소프트웨어 소매업",신대방2동,126.927136989573,37.496728863014205
원공인중개사사무소,"서울특별시 동작구 사당로8길 39, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당5동,126.968652059024,37.483591838438
대한건축도장공사,"서울특별시 동작구 동작대로35길 67, (사당동)",생활서비스,주택수리,미장타일도배도장,,사당2동,126.97913887936899,37.492351049250495
로얄공인중개사사무소,"서울특별시 동작구 보라매로 78, (신대방동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,신대방2동,126.927955896472,37.496402909741
귀뚜라미보일러서비스,"서울특별시 동작구 사당로23길 231, (사당동)",생활서비스,주택수리,배관난방보일러,배관 및 냉·난방 공사업,사당3동,126.969093251334,37.491804277353104
피터폴미술학원,"서울특별시 동작구 알마타길 6, (대방동, 신동아파밀리에하늘마루아파트)",학문/교육,학원-음악미술무용,서예/서화/미술,예술 학원,대방동,126.924959178503,37.509801274835894
장안메디센터,"서울특별시 동작구 여의대방로 134-1, (대방동)",부동산,분양,상가분양,비주거용 건물 개발 및 공급업,대방동,126.92069179156401,37.49902188506721
포스코114부동산공인중개사사무소,"서울특별시 동작구 장승배기로4길 9, (상도동, 포스코더샵)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도2동,126.943796662444,37.5014382996373
우리공인중개사사무소,"서울특별시 동작구 장승배기로 120, (노량진동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,노량진2동,126.94033116295601,37.5081741314965
둘이스인테리어.칠,"서울특별시 동작구 동작대로39가길 55, (동작동, 금강케이씨씨아파트)",소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,사당2동,126.978829195033,37.4935017198746
유비아트,"서울특별시 동작구 상도로 233, (상도동)",생활서비스,물품기기대여,연극공연/영화제작용품임대,기타 산업용 기계 및 장비 임대업,상도2동,126.94479203499901,37.5054478501172
미래공인중개사사무소,"서울특별시 동작구 국사봉길 140, (상도동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도3동,126.93329630119499,37.494631135411794
영재유리상사,"서울특별시 동작구 여의대방로24라길 32, (대방동)",생활서비스,주택수리,유리창호,유리 및 창호 공사업,대방동,126.92263208106701,37.499363974229496
삼경,"서울특별시 동작구 상도로 249, (상도동)",소매,철물/난방/건설자재소매,보일러/냉난방용품,철물 및 난방용구 소매업,상도2동,126.94671273321899,37.504789206461204
에듀얼,"서울특별시 동작구 노량진로 26, (대방동)",학문/교육,학원-자격/국가고시,학원/국가고시,기타 일반 교습학원,대방동,126.92890701240101,37.5129457489865
센스보일러인테리어,"서울특별시 동작구 동작대로15길 104, (사당동)",소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,사당1동,126.975865600842,37.482789577123796
제일벽지,"서울특별시 동작구 여의대방로36길 14, (대방동)",소매,가정/주방/인테리어,지물판매,벽지 및 장판류 소매업,대방동,126.92347209108601,37.5046607779687
유니스포,"서울특별시 동작구 장승배기로 99, (노량진동)",소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,노량진2동,126.939438946242,37.50648116522
늘푸른공인중개사,"서울특별시 동작구 상도로15길 143, (상도동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도2동,126.938768736037,37.5050875324831
CU,"서울특별시 동작구 노량진로8길 72, (노량진동)",소매,종합소매점,편의점,체인화 편의점,노량진2동,126.938978308088,37.5118562793265
남부경찰학원,"서울특별시 동작구 노량진로 146, (노량진동)",학문/교육,학원-자격/국가고시,학원-경찰,기타 일반 교습학원,노량진1동,126.942148358081,37.5132543046129
동작동갯마을공영주차장,"서울특별시 동작구 동작대로 213, (동작동)",생활서비스,자동차/이륜차,주차장운영,주차장 운영업,사당2동,126.98242837774299,37.4957763973965
참조은텔레콤,"서울특별시 동작구 성대로6자길 19, (상도동)",소매,사진/광학/정밀기기소매,핸드폰소매,통신기기 소매업,상도3동,126.936982517799,37.493862429703604
삼양종합설비,"서울특별시 동작구 성대로6가길 94-2, (상도동)",생활서비스,주택수리,수도설비,배관 및 냉·난방 공사업,상도3동,126.934986036984,37.4958898285443
샤론기업,서울특별시 동작구 동작대로39길 46,소매,사무/문구/컴퓨터,사무용기기소매,사무용 기기 소매업,사당2동,126.98013160836399,37.4933597919822
동작주차공원공영주차장,"서울특별시 동작구 현충로 213, (동작동)",생활서비스,자동차/이륜차,주차장운영,주차장 운영업,사당2동,126.977636005091,37.503880523631295
삼성공인중개사,"서울특별시 동작구 등용로 38, (상도동, 상도동래미안1차)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도2동,126.935213210011,37.506172833844296
통영자개장수리,"서울특별시 동작구 장승배기로5길 5-9, (상도동)",생활서비스,개인/가정용품수리,가구수리,그외 기타 개인 및 가정용품 수리업,상도2동,126.94024015661999,37.501009984743206
봉,"서울특별시 동작구 상도로15길 76, (상도동)",소매,사무/문구/컴퓨터,컴퓨터/주변기기,"컴퓨터 및 주변장치, 소프트웨어 소매업",상도2동,126.93537266512301,37.50370540123271
세븐일레븐,서울특별시 동작구 사당로14가길 26,소매,종합소매점,편의점,체인화 편의점,사당4동,126.971138633599,37.4844875403751
